Artikelnummer,Name,Beschreibung,Regulärer Preis,Bilder
GEN-12-BK,(VALUEPACK) GENESIS ARMS GEN-12 Automatic Shotgun ETU-AEG,"<div id=""tab-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content active"" role=""tabpanel"" aria-labelledby=""tab-title-description"">

<strong>WICHTIG: Wenn nicht (mehr) ""lieferbar"", schreibt uns bitte eine Nachricht (info@shop-gun.de).</strong>

<strong>Dieses Produkt kann u.U. sehr schnell nachbestellt werden!</strong>

&nbsp;

<strong><b>GENESIS ARMS</b> GEN-12 Automatic Shotgun AEG (6mmProShop) </strong>

Diese ""Shotgun"" ist elektrisch betrieben, darf semi- und vollautomatisch schießen und gilt als Spielzeug. Zu beachten ist: Es handelt sich immernoch um eine sog. Anscheinswaffe. Bitte beachten sie die diesbezüglichen gesetzlichen Bestimmungen. Zum Betrieb wird Munition benötigt. Selbstverständlich können ab Werk oder auch durch das Testen oder in manchen Fällen das Verändern der Waffen durch unsere Werkstatt minimale Kratzer an den üblichen Stellen entstehen. Wir bitten dies zu entschuldigen und beim Kauf zu berücksichtigen.

Diese Waffe verfügt über ein ordentliches Gewicht, ist sauber verarbeitet und schießt vor allem sehr gut. Sie ist leicht zu zerlegen und kompatibel mit sehr vielen Aftermarketteilen.

</div>
Und vor allem: <strong><span style=""font-size: 140%;"">ENDLICH DIE GEN-12 als normale AEG! VOLL LIZENSIERT!</span></strong> Kompatibel vorraussichltich auch mit normalen AR-Magazinen, z.B. Cyma.
<div id=""tab-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content active"" role=""tabpanel"" aria-labelledby=""tab-title-description"">

<strong>VALUEPACK</strong>: Als Preorder-Bonus kommt ein zweites Magazin mit!

<strong>Power</strong>: Wie immer sauber gedrosselt per Shortstroke und Federkürzung und es wird keine Waffe mit weniger als 0,45 Joule ausgeliefert werden.

<strong>Stecker</strong>: Wir verlöten wie immer T-Stecker!

<strong>Mosfet</strong>: <b>Eshooter V2 Basic ETU (vergleichbar mit ASTER V2) - dieses Mosfet erlaubt Binary, Burst, Pre-Cocking, hat eine Batterieschutzfunktion...</b>

Der Body, das RIS und viele Kleinteile sind aus Metall und der Pistolgrip und Stock sind wie beim Original aus Polymer.

</div>
&nbsp;

&nbsp;
<div id=""tab-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content active"" role=""tabpanel"" aria-labelledby=""tab-title-description"">

Übersicht über die technischen Daten:

Typ: <b>AEG</b>

Hauptsächlich verwendete Materialien: <b>Aluminium, Stahl, Kunststoff, Metall, usw.
</b>

Gearbox-Version:<b> V2, verstärkt
</b>

Reichweite<sup>*</sup>: <b>45m</b>

Effektive Reichweite<sup>**</sup>: <b>35m</b>

Energie in Joule<sup>***</sup>: <b>0,45-0,5</b>

Kompatibilität<sup>*****</sup>: <b>TM-kompatibel bei den inneren Werten
</b>

Magazintyp und -kapazität:<b> Highcap, ca. 900 BB´s
</b>

Kaliber:<b> 6mm BB</b>

Hopup: <b>Ja, logisch. Funktioniert erstaunlich gut. Rotary-Style
</b>

&nbsp;

Lieferumfang:

– Waffe, Karton, 2x Highcap-Magazin, Chroni-Protokol

&nbsp;

* Die „Reichweite“ ist für uns die Enfernung die eine Kugel bei auf sie eingestelltem Hopup durchschnittlich erreicht bevor sie auf den Boden aufprallt, ohne, dass die Waffe in einem balistischen Winkel gehalten wurde.

**Die „effektive Reichweite“ ist für uns die Entfernung auf die es problemlos möglich ist mit eingestelltem Hopup eine etwa 1,80m hohe und ca. 60cm breite Zielscheibe zu treffen.

*** Die „Energie in Joule“ ist die Energie, die die von uns getesteten Waffen dieser Art durchschnittlich erreicht haben.

**** Wenn größere Schwankungen zwischen den Energien der unterschiedlichen Waffen dieser Modelreihe auftreten, geben wir diese an. „0,2 Joule“ würde z.B. bedeuten, dass Schwankungen von +0,2 und -0,2 Joule vom Durchschnittswert auftreten können.

***** Unsere paar Worte zur Kompatibilität sind alles was uns aufgefallen ist bzw. was wir in Erfahrung gebracht haben. Hauptsächlich listen wir auf, was definitiv NICHT passt, um euch etwas weiter zu helfen.

</div>",530,"https://shop-gun.de/wp-content/uploads/2024/08/040MBET_1.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040MBET_14.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040MBET_13.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040MBET_12.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040MBET_11.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040MBET_10.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040MBET_9.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040MBET_8.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040MBET_7.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040MBET_6.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040MBET_5.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040MBET_4.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040MBET_3.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040MBET_2.jpg"
GEN-12-BK-1,(VALUEPACK) TTI JW4 Dracarys GEN-12 Automatic Shotgun ETU-AEG,"<div id=""tab-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content active"" role=""tabpanel"" aria-labelledby=""tab-title-description"">

<strong>WICHTIG: Wenn nicht (mehr) ""lieferbar"", schreibt uns bitte eine Nachricht (info@shop-gun.de).</strong>

<strong>Dieses Produkt kann u.U. sehr schnell nachbestellt werden!</strong>

&nbsp;
<h1>TTI JW4 Dracarys <strong><b>GENESIS ARMS</b> GEN-12 Automatic Shotgun AEG (6mmProShop) </strong></h1>
Diese ""Shotgun"" ist elektrisch betrieben, darf semi- und vollautomatisch schießen und gilt als Spielzeug. Zu beachten ist: Es handelt sich immernoch um eine sog. Anscheinswaffe. Bitte beachten sie die diesbezüglichen gesetzlichen Bestimmungen. Zum Betrieb wird Munition benötigt. Selbstverständlich können ab Werk oder auch durch das Testen oder in manchen Fällen das Verändern der Waffen durch unsere Werkstatt minimale Kratzer an den üblichen Stellen entstehen. Wir bitten dies zu entschuldigen und beim Kauf zu berücksichtigen.

Diese Waffe verfügt über ein ordentliches Gewicht, ist sauber verarbeitet und schießt vor allem sehr gut. Sie ist leicht zu zerlegen und kompatibel mit sehr vielen Aftermarketteilen.

</div>
Und vor allem: <strong><span style=""font-size: 140%;"">ENDLICH DIE GEN-12 als normale AEG! VOLL LIZENSIERT!</span></strong> Kompatibel vorraussichltich auch mit normalen AR-Magazinen, z.B. Cyma.
<div id=""tab-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content active"" role=""tabpanel"" aria-labelledby=""tab-title-description"">

<strong>VALUEPACK</strong>: Als Preorder-Bonus kommt ein zweites Magazin mit!

&nbsp;

<strong>Power</strong>: Wie immer sauber gedrosselt per Shortstroke und Federkürzung und es wird keine Waffe mit weniger als 0,45 Joule ausgeliefert werden.

<strong>Stecker</strong>: Wir verlöten wie immer T-Stecker!

<strong>Mosfet</strong>: <b>Eshooter V2 Basic ETU (vergleichbar mit ASTER V2) - dieses Mosfet erlaubt Binary, Burst, Pre-Cocking, hat eine Batterieschutzfunktion...</b>

Der Body, das RIS und viele Kleinteile sind aus Metall und der Pistolgrip und Stock sind wie beim Original aus Polymer.

</div>
&nbsp;

&nbsp;
<div id=""tab-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content active"" role=""tabpanel"" aria-labelledby=""tab-title-description"">

Übersicht über die technischen Daten:

Typ: <b>AEG</b>

Hauptsächlich verwendete Materialien: <b>Aluminium, Stahl, Kunststoff, Metall, usw.
</b>

Gearbox-Version:<b> V2, verstärkt
</b>

Reichweite<sup>*</sup>: <b>45m</b>

Effektive Reichweite<sup>**</sup>: <b>35m</b>

Energie in Joule<sup>***</sup>: <b>0,45-0,5</b>

Kompatibilität<sup>*****</sup>: <b>TM-kompatibel bei den inneren Werten
</b>

Magazintyp und -kapazität:<b> Highcap, ca. 900 BB´s
</b>

Kaliber:<b> 6mm BB</b>

Hopup: <b>Ja, logisch. Funktioniert erstaunlich gut. Rotary-Style
</b>

&nbsp;

Lieferumfang:

– Waffe, Karton, 2x Highcap-Magazin, Chroni-Protokol

&nbsp;

* Die „Reichweite“ ist für uns die Enfernung die eine Kugel bei auf sie eingestelltem Hopup durchschnittlich erreicht bevor sie auf den Boden aufprallt, ohne, dass die Waffe in einem balistischen Winkel gehalten wurde.

**Die „effektive Reichweite“ ist für uns die Entfernung auf die es problemlos möglich ist mit eingestelltem Hopup eine etwa 1,80m hohe und ca. 60cm breite Zielscheibe zu treffen.

*** Die „Energie in Joule“ ist die Energie, die die von uns getesteten Waffen dieser Art durchschnittlich erreicht haben.

**** Wenn größere Schwankungen zwischen den Energien der unterschiedlichen Waffen dieser Modelreihe auftreten, geben wir diese an. „0,2 Joule“ würde z.B. bedeuten, dass Schwankungen von +0,2 und -0,2 Joule vom Durchschnittswert auftreten können.

***** Unsere paar Worte zur Kompatibilität sind alles was uns aufgefallen ist bzw. was wir in Erfahrung gebracht haben. Hauptsächlich listen wir auf, was definitiv NICHT passt, um euch etwas weiter zu helfen.

</div>",560,"https://shop-gun.de/wp-content/uploads/2024/08/040ET_1.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040ET_15.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040ET_14.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040ET_13.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040ET_12.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040ET_11.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040ET_10.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040ET_9.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040ET_8.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040ET_7.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040ET_6.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040ET_5.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040ET_4.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040ET_3.jpg, https://shop-gun.de/wp-content/uploads/2024/08/040ET_2.jpg, https://shop-gun.de/wp-content/uploads/2024/08/GA_01_1-1.jpg"
,"Double Air-Sealed Aluminum CNC Cylinder Head V3, blau (SHS)","<strong>Double Air-Sealed Aluminum CNC Cylinder Head V3, blau (SHS)</strong>

<span class=""tlid-translation translation"" lang=""de"" xml:lang=""de""><span title="""">Präzise gefertigt, aus CNC Aluminium, sehr leicht.</span>
<span title="""">Zwei O-Ringe, Aufpralldämpfung</span>
</span>

ACHTUNG: Bitte beachten Sie, dass zum Einbau von Tuning- und Ersatzteilen umfassende Fachkenntnis erforderlich sein kann. Wir übernehmen keine Haftung für falsch verbaute Ersatzteile. Wir distanzieren uns von illegalem ""Tuning"" von Airsoftwaffen.",13,"https://shop-gun.de/wp-content/uploads/2024/08/4749-large_default.webp, https://shop-gun.de/wp-content/uploads/2024/08/4444-large_default.webp"
,"RetroArms CNC Cylinderhead ""universal - A""","<strong>RetroArms CNC Cylinderhead ""universal - A""</strong>

<span class=""tlid-translation translation"" lang=""de"" xml:lang=""de""><span title="""">Präzise gefertigt, aus CNC Aluminium, sehr leicht.</span>
<span title="""">Aufpralldämpfung</span>/AOE-Korrektur
</span>

ACHTUNG: Bitte beachten Sie, dass zum Einbau von Tuning- und Ersatzteilen umfassende Fachkenntnis erforderlich sein kann. Wir übernehmen keine Haftung für falsch verbaute Ersatzteile. Wir distanzieren uns von illegalem ""Tuning"" von Airsoftwaffen.",24,"https://shop-gun.de/wp-content/uploads/2024/08/53561-thickbox_default-1.webp, https://shop-gun.de/wp-content/uploads/2024/08/53562-thickbox_default-1.webp"
SG-CAP-1,"Cal. 7,62x51 C.A.P Flaschenöffner in Patronenform (Metall, Schlüsselanhänger) (Gold)","Cooles Ding. Macht sich gut als Schlüsselanhänger.

Enthalten ist <strong>ein</strong> Flaschenöffner in Patronenform. Bilder zu Anschauungszwecken.

&nbsp;

GRATIS AB 200€ mit dem Gutscheincode ""<strong>ÖFFNER200</strong>""

&nbsp;

<strong>Disclaimer:</strong>

Es kann immer nur ein Gratisartikel oder kostenloser Versand hinzugefügt werden.

Gratisartikel, bzw. Artikel auf die der entsprechende individuelle Gutscheincode angewendet wurde sind von der 14-tägigen Widerrufsfrist ausgeschlossen. Weiterhin ist eine Erstattung für einen solchen Artikel ausgeschlossen. Es erfolgt also unter keinen Umständen eine Auszahlung des Warenwertes. Ein defekter Artikel kann natürlich retourniert werden und wird der Gewährleistung entsprechend repariert oder ersetzt.",5,"https://shop-gun.de/wp-content/uploads/2024/08/photo_2024-08-14_15-04-12.jpg, https://shop-gun.de/wp-content/uploads/2024/08/photo_2024-08-14_15-03-55.jpg, https://shop-gun.de/wp-content/uploads/2024/08/photo_2024-08-14_15-03-58.jpg, https://shop-gun.de/wp-content/uploads/2024/08/photo_2024-08-14_15-04-00.jpg, https://shop-gun.de/wp-content/uploads/2024/08/photo_2024-08-14_15-04-02.jpg, https://shop-gun.de/wp-content/uploads/2024/08/photo_2024-08-14_15-04-17.jpg"
,GRATISARTIKEL ANLEITUNG,"<strong>Anleitung zur Nutzung der Gratisartikel-Funktion:</strong>

&nbsp;

- Legen Sie einen der Gratisartikel in den Warenkorb, für den Sie den Mindestbestellwert erreicht haben

- Geben Sie beim Bestellvorgang entweder bei ""Warenkorb"" oder bei ""Kasse"" den im Artikel genannten Code ein.

<em><strong>----&gt; Sie erhalten nun den entsprechenden Rabatt, damit der Artikel gratis ist.</strong></em>

<a href=""https://shop-gun.de/wp-content/uploads/2024/08/g3.jpg""><img class=""alignnone size-full wp-image-64898"" src=""https://shop-gun.de/wp-content/uploads/2024/08/g3.jpg"" alt="""" width=""394"" height=""216"" /></a>

Oben: Ab 500€ können Sie alternativ auch den Code ""<strong>VERSAND500</strong>"" benutzen um versandkostenfrei zu bestellen.

&nbsp;

(caption id=""attachment_64895"" align=""alignnone"" width=""1068"")<a href=""https://shop-gun.de/wp-content/uploads/2024/08/gutscheine-1.jpg""><img class=""wp-image-64895 size-full"" src=""https://shop-gun.de/wp-content/uploads/2024/08/gutscheine-1.jpg"" alt="""" width=""1068"" height=""186"" /></a> Bild oben: Gutscheincode im Reiter ""Warenkorb"" eingeben(/caption)

(caption id=""attachment_64897"" align=""alignnone"" width=""1100"")<a href=""https://shop-gun.de/wp-content/uploads/2024/08/gutscheine-2-1.jpg""><img class=""wp-image-64897 size-full"" src=""https://shop-gun.de/wp-content/uploads/2024/08/gutscheine-2-1.jpg"" alt="""" width=""1100"" height=""171"" /></a> Bild oben: Gutscheincode im Reiter ""Kasse"" eingeben(/caption)

&nbsp;

<strong>Disclaimer:</strong>

Es kann immer nur ein Gratisartikel oder kostenloser Versand hinzugefügt werden.

Gratisartikel, bzw. Artikel auf die der entsprechende individuelle Gutscheincode angewendet wurde sind von der 14-tägigen Widerrufsfrist ausgeschlossen. Weiterhin ist eine Erstattung für einen solchen Artikel ausgeschlossen. Es erfolgt also unter keinen Umständen eine Auszahlung des Warenwertes. Ein defekter Artikel kann natürlich retourniert werden und wird der Gewährleistung entsprechend repariert oder ersetzt.",0,https://shop-gun.de/wp-content/uploads/2024/08/freestuff.webp
,"Pistonhead mit Kugellager, CNC, Aluminium (SAIGO DEFENSE)","Dieser Pistonhead mit Kugellagern hat alles was man braucht:

Er ist ventiliert, in den meisten Systemen dicht  und hat Kugellager. Der Pistonhead ist ein wenig breiter als Typisch, was dem AOE meist zugute kommt.

Wir empfehlen die Schraube mit Schraubensicherungslack zu versiegeln, damit bei schnellen Feuerraten der Pistonhead nicht vom Piston gerissen wird. Wir empfehlen weiterhin mit dem Piston-O-Ring zu arbeiten, der am besten dicht hält. Nur weil er neu ist, ist der mitgelieferte ja evtl. nicht gleich der, der am besten geeignet ist.

Die Farbe des Pistonheads kann abweichen, wir hatten bereits Rot, Orange, Weiß, Blau und eine Art Rosa...

Der übliche Diclaimer:

Verbauen Sie Tuning und Ersatzteile nur wenn sie über das nötige Fachwissen und -können verfügen und Ihnen die Gesetzeslage bekannt ist.",13,"https://shop-gun.de/wp-content/uploads/2024/08/SGP0002_1.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SGP0002.jpg"
,"Double Air-Sealed Aluminum CNC Cylinder Head V2/M4, (SAIGO DEFENSE)","<strong>Double Air-Sealed Aluminum CNC Cylinder Head V2/M4, (SAIGO DEFENSE)</strong>

<span class=""tlid-translation translation"" lang=""de"" xml:lang=""de""><span title="""">Präzise gefertigt, aus CNC Aluminium, sehr leicht.</span>
<span title="""">Zwei O-Ringe, Aufpralldämpfung</span>
</span>

ACHTUNG: Bitte beachten Sie, dass zum Einbau von Tuning- und Ersatzteilen umfassende Fachkenntnis erforderlich sein kann. Wir übernehmen keine Haftung für falsch verbaute Ersatzteile. Wir distanzieren uns von illegalem ""Tuning"" von Airsoftwaffen.",13,"https://shop-gun.de/wp-content/uploads/2024/08/SGC0001.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SGC0001_1.jpg"
,CARRYBAG 850mm (DELTA TACTICS) (BK) ,"Waffentasche mit diversen Fächern (siehe Bilder).

Schaumstoffpolsterung innen
Große Außentasche
4 Taschen für Magazine, Munition oder Zubehör
Kann in der Hand oder als Rucksack getragen werden
85 x 30 cm
450D Polyester",39,"https://shop-gun.de/wp-content/uploads/2024/08/AC12302.jpg, https://shop-gun.de/wp-content/uploads/2024/08/AC12302_1.jpg, https://shop-gun.de/wp-content/uploads/2024/08/AC12302_2.jpg, https://shop-gun.de/wp-content/uploads/2024/08/AC12302_3.jpg, https://shop-gun.de/wp-content/uploads/2024/08/AC12302_4.jpg, https://shop-gun.de/wp-content/uploads/2024/08/AC12302_5.jpg, https://shop-gun.de/wp-content/uploads/2024/08/AC12302_6.jpg"
,Tokyo Marui SAIGA12-K GBB SHOTGUN Magazin,"<span style=""display: inline !important; float: none; background-color: #ffffff; color: #333333; font-family: 'Encode Sans Condensed',sans-serif; font-size: 0.93rem; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"">Original Ersatzmagazin für die</span>
<h1 class=""product-title product_title entry-title"">SAIGA12-K GBB SHOTGUN</h1>
(lange Version)

&nbsp;

45 BBs also 15 Schuss

<span style=""display: inline !important; float: none; background-color: #ffffff; color: #333333; font-family: 'Encode Sans Condensed',sans-serif; font-size: 0.93rem; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;""> </span>",56,"https://shop-gun.de/wp-content/uploads/2024/08/51201-thickbox_default-800x800-1.webp, https://shop-gun.de/wp-content/uploads/2024/08/51202-thickbox_default-800x800-1.webp, https://shop-gun.de/wp-content/uploads/2024/08/51203-thickbox_default-800x800-1.webp"
SVD(WOOD)-AEG,LCT SVD S-AEG (Holzschäftung) (E.T.U Version),"Diese Airsoftwaffe wird von LCT hergestellt. Sie ist elektrisch betrieben, darf nur semi-automatisch schießen und nur an Personen abgegeben werden, die das 18. Lebensjahr erreicht haben, da ihre Energie über 0,5 Joule liegt. Zum Kauf wird daher ein Altersnachweis benötigt. Zum Betrieb müssen hochwertige Airsoftkugeln und ein LiPo-Akku genutzt werden. Selbstverständlich können ab Werk oder auch durch das Testen oder in manchen Fällen verändern der Waffen durch unsere Werkstatt minimale Kratzer an den üblichen Stellen entstehen. Wir bitten dies zu entschuldigen und beim Kauf zu berücksichtigen.

&nbsp;

Diese SVD überzeugt nicht nur mit einem extrem schönen Äußeren, sondern auch mit einer ab Werk von LCT verbauten Elektronik, die Gearboxjams ausschließt. https://www.youtube.com/watch?v=ThNhyrhzDBw

Im Innern läuft ein LCT ""Flat-Type"" Motor mit starken Neodymmagneten. besonders viel zu tunen bleibt da nicht. Daher bieten wir nur einen Wechsel des HopUp-Gummis an.

&nbsp;

Typ: <b>S-AEG</b>

Hauptsächlich verwendete Materialien: <b>Waffenstahl, Kunststoff, Metall, ggf. Holz</b>

Gearbox-Version: <b>Custom</b>

Gears:<strong> LCT  verstärkte Stahlgears
</strong>

Reichweite<sup>*</sup>: <b>65</b><b>m</b>

Effektive Reichweite<sup>**</sup>: <b>50m</b>

Energie in Joule<sup>***</sup>: <b><strong>vorraussichtlich ca. 1,4 und max </strong>1,7 bei 0,2g BBs</b>

Kompatibilität<sup>*****</sup>: größtenteils <b>TM-kompatible Internals
</b>

Magazintyp und -kapazität: <b>Midcap</b>

Kaliber: <b>6mm BB</b>

Hopup: <b>Ja, logisch!</b>

&nbsp;

Lieferumfang:
<ul>
 	<li>Waffe, Karton, Magazin, Chroni-Protokol</li>
</ul>
&nbsp;

<b>Der Hersteller: </b>

LCT Airsoft ist ein renommierter Hersteller für extrem hochwertige Airsoftwaffen mit Sitz in Taiwan, der sich auf das Design, die Entwicklung und die Herstellung von elektrischen Airsoftwaffen (AEG) konzentriert. LCT nennt als oberstes Ziel, ihre AEGs so realistisch wie möglich zu gestalten. Dazu werden viele Originalwerkstoffe verwendet und das Ergebnis spricht für sich. Gerade die auch im Original aus Stahl gefertigten AK-Serien von LCT sind in Sachen Verarbeitung, Toleranzen und Finish ungeschlagen. Bei unserer Zusammenarbeit mit LCT legen wir Wert auf ein Verständnis für den deutschen Markt und seine Besonderheiten. Beispielsweise sind die meisten unserer LCT-Waffen mit ETU-Mosfets des bekannten Herstellers Perun ausgestattet und lassen sich deswegen ohne die Gefahr eines Gearboxjams einfach „out-of-the-box“ super spielen.",1000,"https://shop-gun.de/wp-content/uploads/2024/08/SVD-W-12.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVD-W-3.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVD-W-4.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVD-W-5.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVD-W-6.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVD-W-7.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVD-W-8.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVD-W-9.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVD-W-10.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVD-W-11.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVD-W-13.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVD-BOX-爆炸圖-01.jpg"
SVD-(BLACK)-AEG,LCT SVD S-AEG (Polymerschäftung) (E.T.U Version),"Diese Airsoftwaffe wird von LCT hergestellt. Sie ist elektrisch betrieben, darf nur semi-automatisch schießen und nur an Personen abgegeben werden, die das 18. Lebensjahr erreicht haben, da ihre Energie über 0,5 Joule liegt. Zum Kauf wird daher ein Altersnachweis benötigt. Zum Betrieb müssen hochwertige Airsoftkugeln und ein LiPo-Akku genutzt werden. Selbstverständlich können ab Werk oder auch durch das Testen oder in manchen Fällen verändern der Waffen durch unsere Werkstatt minimale Kratzer an den üblichen Stellen entstehen. Wir bitten dies zu entschuldigen und beim Kauf zu berücksichtigen.

&nbsp;

Diese SVD überzeugt nicht nur mit einem extrem schönen Äußeren, sondern auch mit einer ab Werk von LCT verbauten Elektronik, die Gearboxjams ausschließt. https://www.youtube.com/watch?v=ThNhyrhzDBw

Im Innern läuft ein LCT ""Flat-Type"" Motor mit starken Neodymmagneten. besonders viel zu tunen bleibt da nicht. Daher bieten wir nur einen Wechsel des HopUp-Gummis an.

&nbsp;

Typ: <b>S-AEG</b>

Hauptsächlich verwendete Materialien: <b>Waffenstahl, Kunststoff, Metall, ggf. Holz</b>

Gearbox-Version: <b>Custom</b>

Gears:<strong> LCT  verstärkte Stahlgears
</strong>

Reichweite<sup>*</sup>: <b>65</b><b>m</b>

Effektive Reichweite<sup>**</sup>: <b>50m</b>

Energie in Joule<sup>***</sup>: <b><strong>vorraussichtlich ca. 1,4 und max </strong>1,7 bei 0,2g BBs</b>

Kompatibilität<sup>*****</sup>: größtenteils <b>TM-kompatible Internals
</b>

Magazintyp und -kapazität: <b>Midcap</b>

Kaliber: <b>6mm BB</b>

Hopup: <b>Ja, logisch!</b>

&nbsp;

Lieferumfang:
<ul>
 	<li>Waffe, Karton, Magazin, Chroni-Protokol</li>
</ul>
&nbsp;

<b>Der Hersteller: </b>

LCT Airsoft ist ein renommierter Hersteller für extrem hochwertige Airsoftwaffen mit Sitz in Taiwan, der sich auf das Design, die Entwicklung und die Herstellung von elektrischen Airsoftwaffen (AEG) konzentriert. LCT nennt als oberstes Ziel, ihre AEGs so realistisch wie möglich zu gestalten. Dazu werden viele Originalwerkstoffe verwendet und das Ergebnis spricht für sich. Gerade die auch im Original aus Stahl gefertigten AK-Serien von LCT sind in Sachen Verarbeitung, Toleranzen und Finish ungeschlagen. Bei unserer Zusammenarbeit mit LCT legen wir Wert auf ein Verständnis für den deutschen Markt und seine Besonderheiten. Beispielsweise sind die meisten unserer LCT-Waffen mit ETU-Mosfets des bekannten Herstellers Perun ausgestattet und lassen sich deswegen ohne die Gefahr eines Gearboxjams einfach „out-of-the-box“ super spielen.",950,"https://shop-gun.de/wp-content/uploads/2024/08/SVDBlack_1.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVD-BOX-爆炸圖-01.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVDBlack_2.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVDBlack_3.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVDBlack_4.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVDBlack_5.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVDBlack_6.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVDBlack_7.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVDBlack_8.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVDBlack_9.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVDBlack_10.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVDBlack_11.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVDBlack_12.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVDBlack_13.jpg, https://shop-gun.de/wp-content/uploads/2024/08/SVDBlack_15.jpg, https://shop-gun.de/wp-content/uploads/2024/08/托腮墊操作-01.jpg"
